date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:19:46	436/436	---M--	200	added ('OK')	application/javascript	etag:%2241013fa25e351476234083819fd7f200%22	https://static.parastorage.com/services/form-app/1.1938.0/client-viewer/form-app-contacts-subscribe.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/form-app/1.1938.0/client-viewer/form-app-contacts-subscribe.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:47	27653/27653	---M-Z	200	added ('OK')	application/javascript	etag:W/%2209e3734d60f6cc3edd0d15f0e4a69c13%22	https://static.parastorage.com/services/form-app/1.1938.0/client-viewer/1693.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/form-app/1.1938.0/client-viewer/1693.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:47	98537/98537	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f995c6263fbb92793356ab9da1f9cbbe%22	https://static.parastorage.com/services/form-app/1.1938.0/client-viewer/form-app-wix-ricos-viewer.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/form-app/1.1938.0/client-viewer/form-app-wix-ricos-viewer.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:49	718373/718373	---MCZ	200	added ('OK')	text/html	etag:W/%22af03a9bc81c1c654715c9f52c46154bf%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/About-Us.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:50	698649/698649	---MCZ	200	added ('OK')	text/html	etag:W/%225bf7fe6e822c063d518b7b33328b6b8d%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/Get-Involved	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/Get-Involved.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:52	892383/892383	---MCZ	200	added ('OK')	text/html	etag:W/%22aee1025981195d5ecce38ab05a783140%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/Contact	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/Contact.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:52	881208/881208	---MCZ	200	added ('OK')	text/html	etag:W/%2232346fdffb1e61615000c7ab57f4ebd3%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/Gallery.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:54	670920/670920	---MCZ	200	added ('OK')	text/html	etag:W/%226f59e21388fde1ee53bfaeafc426d88c%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/FAQ	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/FAQ.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:54	511716/511716	---M--	200	added ('OK')	image/jpeg	etag:%229f450aca42e19fdbef35ab6c37207147%22	https://static.wixstatic.com/media/391879_1f976263bca441df80eae85732beed05~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/391879_1f976263bca441df80eae85732beed05_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:54	4324/4324	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jul%202025%2003:19:55%20GMT	https://static.wixstatic.com/media/391879_68b6380eab6142398673b8383b296ad0~mv2.png/v1/fill/w_49,h_28,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/391879_68b6380eab6142398673b8383b296ad0~mv2.png	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/391879_68b6380eab6142398673b8383b296ad0_mv2.png/v1/fill/w_49,h_28,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/391879_68b6380eab6142398673b8383b296ad0_mv2.png	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:56	9/9	---M--	403	error ('Forbidden')	text/plain	date:Sat,%2012%20Jul%202025%2003:19:57%20GMT	https://static.wixstatic.com/media/https://static.wixstatic.com/media/391879_36beafb4a3324c89b624475fa08dfd9c~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/https_/static.wixstatic.com/media/391879_36beafb4a3324c89b624475fa08dfd9c_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:56	1026483/1026483	---MCZ	200	added ('OK')	text/html	etag:W/%2276c4d9b53275dc98877d98e1329b8759%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:56	953/953	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jul%202025%2003:19:57%20GMT	https://static.wixstatic.com/media/64a918_d9471de294d741f48b2e2b25d078e7a8~mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/64a918_d9471de294d741f48b2e2b25d078e7a8~mv2.png	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/64a918_d9471de294d741f48b2e2b25d078e7a8_mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/64a918_d9471de294d741f48b2e2b25d078e7a8_mv2.png	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:56	1028/1028	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jul%202025%2003:19:58%20GMT	https://static.wixstatic.com/media/64a918_8f522ffdce4e48b09136b1486bb2822a~mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/64a918_8f522ffdce4e48b09136b1486bb2822a~mv2.png	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/64a918_8f522ffdce4e48b09136b1486bb2822a_mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/64a918_8f522ffdce4e48b09136b1486bb2822a_mv2.png	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:57	1017/1017	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jul%202025%2003:19:58%20GMT	https://static.wixstatic.com/media/2e2a49_e38ff9c38b8e41bb8422e115dc67df4a~mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/2e2a49_e38ff9c38b8e41bb8422e115dc67df4a~mv2.png	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/2e2a49_e38ff9c38b8e41bb8422e115dc67df4a_mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/2e2a49_e38ff9c38b8e41bb8422e115dc67df4a_mv2.png	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:57	1015/1015	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Jul%202025%2003:19:58%20GMT	https://static.wixstatic.com/media/2e2a49_aaa72a7b672b4ade9ee8643cee872256~mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/2e2a49_aaa72a7b672b4ade9ee8643cee872256~mv2.png	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/2e2a49_aaa72a7b672b4ade9ee8643cee872256_mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/2e2a49_aaa72a7b672b4ade9ee8643cee872256_mv2.png	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:57	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:57	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:58	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:19:59%20GMT	https://speakupscholarsorg.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/sitemap.1b.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:58	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:19:59%20GMT	https://speakupscholarsorg.wixsite.com/api/	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/api/index.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:58	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:19:59%20GMT	https://speakupscholarsorg.wixsite.com/envelope/	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/envelope/index.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:58	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:19:59%20GMT	https://speakupscholarsorg.wixsite.com/feed.xml	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/feed.1c.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:59	133273/133273	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d4e2ced98964f0df4a21996ee97bd296%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.2b3e5997.bundle.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.2b3e5997.bundle.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:59	265849/265849	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d9c21385d4ad38dc308b5e49356b1831%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.aa12a617.bundle.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/wix-thunderbolt/dist/main.aa12a617.bundle.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:19:59	154/154	---M--	200	added ('OK')	application/javascript	etag:%222cd14e55ed3e14290ecd4c5ca33dc648%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.f600e767.bundle.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.f600e767.bundle.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:20:00	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:20:00	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:20:00	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:20:00	5943/5943	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217261684e539753369be14d859077377%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:20:01	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:20:02%20GMT	https://speakupscholarsorg.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/decodeURIComponent(e.24.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:20:01	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f1af620740f6e8d6851e2794ba694d0%22	https://static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars)
20:20:02	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:20:03%20GMT	https://speakupscholarsorg.wixsite.com/speakup-scholars/c	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/c.26.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:02	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:20:03%20GMT	https://speakupscholarsorg.wixsite.com/speakup-scholars/t	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/t.27.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:02	9/9	---M--	403	error ('Forbidden')	text/plain	date:Sat,%2012%20Jul%202025%2003:20:03%20GMT	https://static.wixstatic.com/media/https://static.wixstatic.com/media/391879_d15b0c5058ef45b8a8463c5ec9407400~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/https_/static.wixstatic.com/media/391879_d15b0c5058ef45b8a8463c5ec9407400_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:03	9/9	---M--	403	error ('Forbidden')	text/plain	date:Sat,%2012%20Jul%202025%2003:20:04%20GMT	https://static.wixstatic.com/media/https://static.wixstatic.com/media/391879_fe94eb661e904fa4ae2dcb3371bb8eb5~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/https_/static.wixstatic.com/media/391879_fe94eb661e904fa4ae2dcb3371bb8eb5_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:03	9/9	---M--	403	error ('Forbidden')	text/plain	date:Sat,%2012%20Jul%202025%2003:20:04%20GMT	https://static.wixstatic.com/media/https://static.wixstatic.com/media/391879_5f2046f614b84cecbbb7302c55ecd33e~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/https_/static.wixstatic.com/media/391879_5f2046f614b84cecbbb7302c55ecd33e_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:03	9/9	---M--	403	error ('Forbidden')	text/plain	date:Sat,%2012%20Jul%202025%2003:20:04%20GMT	https://static.wixstatic.com/media/https://static.wixstatic.com/media/391879_3295ca176c9442909e267be4653e50f7~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/https_/static.wixstatic.com/media/391879_3295ca176c9442909e267be4653e50f7_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:04	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Sat,%2012%20Jul%202025%2003:20:05%20GMT	https://speakupscholarsorg.wixsite.com/speakup-scholars/robots.txt	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/robots.2c.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:04	417/417	---M--	200	added ('OK')	text/xml	etag:W/%221a1-tR3oBFGJz+g5yAtcQRKIpnJUhBE%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/sitemap.xml	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/sitemap.xml	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:04	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:20:05%20GMT	https://speakupscholarsorg.wixsite.com/speakup-scholars/feed.xml	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/feed.2e.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:05	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Sat,%2012%20Jul%202025%2003:20:06%20GMT	https://speakupscholarsorg.wixsite.com/speakup-scholars/decodeURIComponent(e	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/decodeURIComponent(e.2f.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/About-Us)
20:20:06	9909/9909	---MCZ	200	added ('OK')	application/javascript	etag:W/%223794d47384fd9ec4077b146af4a77ac5%22	https://static.parastorage.com/services/form-app/1.1938.0/client-viewer/form-app-text-area.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/form-app/1.1938.0/client-viewer/form-app-text-area.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Contact)
20:20:06	811894/811894	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ebfe0133095333dba6bf3190a51bb34d%22	https://static.parastorage.com/services/form-app/1.1938.0/FormViewerWidgetNoCss.bundle.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/form-app/1.1938.0/FormViewerWidgetNoCss.bundle.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Contact)
20:20:06	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:20:07%20GMT	https://speakupscholarsorg.wixsite.com/speakup-scholars/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/media/emptystate.85a4add5.32.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:07	47496/47496	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:08%20GMT	https://static.wixstatic.com/media/11062b_8556233c07a147a2afe7f016df55e977~mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_8556233c07a147a2afe7f016df55e977~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/11062b_8556233c07a147a2afe7f016df55e977_mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_8556233c07a147a2afe7f016df55e977_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:07	25763/25763	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:08%20GMT	https://static.wixstatic.com/media/11062b_17c5c524b37e4db1a24cf3a15d40c395f003.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_17c5c524b37e4db1a24cf3a15d40c395f003.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/11062b_17c5c524b37e4db1a24cf3a15d40c395f003.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_17c5c524b37e4db1a24cf3a15d40c395f003.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:07	47880/47880	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:08%20GMT	https://static.wixstatic.com/media/11062b_3a6042f90a294abcba8f622ade919ee9~mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_3a6042f90a294abcba8f622ade919ee9~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/11062b_3a6042f90a294abcba8f622ade919ee9_mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_3a6042f90a294abcba8f622ade919ee9_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:07	83415/83415	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:08%20GMT	https://static.wixstatic.com/media/9687b5_7532aa7dd74b4f838e237b5618f789f1~mv2.jpg/v1/fill/w_480,h_855,fp_0.49_0.44,q_90,enc_avif,quality_auto/9687b5_7532aa7dd74b4f838e237b5618f789f1~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/9687b5_7532aa7dd74b4f838e237b5618f789f1_mv2.jpg/v1/fill/w_480,h_855,fp_0.49_0.44,q_90,enc_avif,quality_auto/9687b5_7532aa7dd74b4f838e237b5618f789f1_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:08	78857/78857	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:09%20GMT	https://static.wixstatic.com/media/11062b_ed6ccfc00e6b470484e601030e5d245c~mv2.jpeg/v1/fill/w_480,h_855,fp_0.32_0.38,q_90,enc_avif,quality_auto/11062b_ed6ccfc00e6b470484e601030e5d245c~mv2.jpeg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/11062b_ed6ccfc00e6b470484e601030e5d245c_mv2.jpeg/v1/fill/w_480,h_855,fp_0.32_0.38,q_90,enc_avif,quality_auto/11062b_ed6ccfc00e6b470484e601030e5d245c_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:08	103185/103185	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:09%20GMT	https://static.wixstatic.com/media/11062b_89dd536b7b05464ba8a3bea76186e041~mv2.jpg/v1/fill/w_480,h_855,fp_0.74_0.36,q_90,enc_avif,quality_auto/11062b_89dd536b7b05464ba8a3bea76186e041~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/11062b_89dd536b7b05464ba8a3bea76186e041_mv2.jpg/v1/fill/w_480,h_855,fp_0.74_0.36,q_90,enc_avif,quality_auto/11062b_89dd536b7b05464ba8a3bea76186e041_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
